id_sprzedaz,id_restauracji,id_pracownika,id_dania,data
5010,26,883,162,12/06/2022
5011,95,934,232,02/02/2021
5012,15,899,19,30/06/2021
5013,68,555,99,16/12/2020
5014,6,998,50,03/06/2021
5015,47,229,69,01/09/2021
5016,67,909,291,31/08/2021
5017,24,332,198,27/09/2020
5018,88,369,108,29/12/2021
5019,91,770,28,23/05/2022
5020,71,203,1,10/06/2022
5021,6,691,81,24/01/2020
5022,1,640,135,13/08/2020
5023,13,263,67,30/12/2022
5024,42,443,126,28/11/2022
5025,26,998,158,20/09/2022
5026,47,179,274,31/05/2020
5027,16,164,45,04/07/2021
5028,11,953,158,04/10/2022
5029,42,804,196,29/06/2020
5030,3,289,245,09/03/2020
5031,9,405,110,04/10/2021
5032,28,868,137,08/03/2021
5033,100,473,192,10/03/2022
5034,82,250,5,26/11/2022
5035,22,494,140,27/05/2022
5036,83,323,71,09/10/2021
5037,56,944,278,30/12/2020
5038,32,573,278,14/08/2020
5039,66,217,21,17/09/2020
5040,96,485,143,04/08/2021
5041,29,333,207,22/03/2022
5042,8,412,93,18/05/2021
5043,10,717,213,23/07/2020
5044,18,658,225,17/12/2020
5045,40,601,99,03/01/2022
5046,44,522,234,01/11/2021
5047,88,230,26,17/06/2020
5048,21,280,160,25/10/2021
5049,64,621,133,10/12/2020
5050,76,726,96,26/11/2020
5051,51,318,206,16/10/2021
5052,98,765,68,29/04/2020
5053,85,403,131,17/05/2022
5054,70,974,3,12/09/2020
5055,8,406,67,23/11/2022
5056,40,367,106,01/08/2021
5057,3,335,48,28/03/2021
5058,81,234,195,04/01/2020
5059,93,882,83,31/07/2020
5060,49,914,141,25/01/2020
5061,82,462,292,13/06/2021
5062,59,532,223,05/08/2021
5063,4,722,104,27/01/2020
5064,91,330,231,14/07/2021
5065,10,336,73,11/08/2020
5066,6,717,136,30/09/2021
5067,99,228,220,31/07/2020
5068,80,478,170,11/05/2022
5069,73,727,196,11/04/2022
5070,5,657,252,21/12/2020
5071,1,944,210,12/08/2020
5072,73,984,37,24/04/2022
5073,14,844,154,16/10/2021
5074,46,774,200,31/07/2020
5075,86,793,36,25/01/2021
5076,69,886,89,14/02/2020
5077,81,379,15,12/01/2021
5078,81,598,150,07/02/2021
5079,73,303,273,13/11/2020
5080,28,993,167,28/04/2020
5081,53,525,219,06/12/2020
5082,78,165,187,22/08/2022
5083,59,830,236,23/10/2022
5084,63,983,244,31/07/2020
5085,42,354,227,10/06/2021
5086,94,915,186,24/02/2020
5087,21,577,73,23/12/2021
5088,46,904,82,24/06/2022
5089,45,950,89,09/10/2021
5090,61,148,299,16/09/2020
5091,77,854,35,16/12/2020
5092,57,466,103,22/05/2021
5093,77,417,120,28/11/2021
5094,17,1000,116,03/08/2020
5095,98,836,288,29/06/2022
5096,40,729,44,10/10/2021
5097,16,641,77,16/11/2021
5098,98,412,75,06/01/2021
5099,65,355,300,04/01/2020
5100,42,657,254,14/08/2020
5101,98,476,69,03/07/2022
5102,85,335,276,12/11/2021
5103,91,689,249,06/08/2020
5104,40,621,85,22/07/2022
5105,6,971,299,18/12/2021
5106,97,252,6,09/05/2020
5107,76,437,218,19/06/2021
5108,75,653,284,26/05/2022
5109,42,563,102,24/04/2022
5110,62,502,22,05/02/2022
5111,3,693,49,11/04/2020
5112,4,666,121,03/12/2021
5113,32,820,84,11/03/2020
5114,91,735,32,23/05/2022
5115,77,736,85,18/03/2020
5116,80,893,167,08/07/2020
5117,55,145,225,03/06/2020
5118,90,911,179,27/10/2020
5119,76,877,270,21/11/2022
5120,45,314,48,07/10/2020
5121,94,980,158,30/10/2021
5122,18,447,296,21/06/2022
5123,90,693,71,21/05/2022
5124,92,573,290,08/06/2022
5125,93,227,273,12/07/2020
5126,5,317,86,09/11/2022
5127,57,232,197,04/09/2021
5128,28,777,227,13/06/2020
5129,26,781,145,02/04/2020
5130,82,910,10,06/03/2021
5131,23,824,199,15/08/2021
5132,11,524,115,30/04/2020
5133,97,721,114,21/04/2021
5134,75,951,271,24/09/2022
5135,99,250,217,08/03/2022
5136,77,156,137,20/03/2020
5137,57,624,196,02/05/2021
5138,23,944,269,16/07/2021
5139,82,754,254,03/05/2021
5140,18,145,46,07/06/2022
5141,64,433,207,25/01/2020
5142,72,255,265,21/11/2022
5143,43,331,133,09/10/2020
5144,94,551,265,21/01/2020
5145,16,224,51,27/04/2020
5146,78,784,191,16/06/2022
5147,35,401,206,23/04/2020
5148,73,408,48,14/04/2022
5149,27,311,203,06/12/2021
5150,21,155,61,02/08/2021
5151,27,607,139,16/08/2021
5152,98,146,61,06/04/2020
5153,100,634,289,29/12/2020
5154,20,823,199,28/06/2020
5155,64,638,9,04/11/2022
5156,97,257,37,26/06/2021
5157,96,511,236,01/12/2022
5158,56,365,257,10/02/2022
5159,19,426,222,02/11/2021
5160,12,257,168,28/09/2022
5161,93,291,121,08/05/2020
5162,93,729,157,09/06/2022
5163,51,800,114,26/03/2021
5164,18,568,244,03/02/2022
5165,52,994,41,06/03/2020
5166,93,938,257,09/03/2020
5167,68,740,120,20/12/2020
5168,75,778,104,23/07/2020
5169,96,471,236,02/10/2020
5170,81,592,15,12/03/2022
5171,60,973,210,30/08/2020
5172,7,839,118,22/02/2021
5173,76,906,110,27/03/2022
5174,93,760,214,19/10/2021
5175,19,789,216,02/04/2022
5176,49,680,76,09/12/2021
5177,20,499,103,19/03/2020
5178,89,814,164,03/10/2020
5179,18,833,76,17/10/2022
5180,65,621,115,14/10/2021
5181,53,877,150,09/12/2021
5182,77,425,223,13/01/2020
5183,40,338,259,29/06/2022
5184,43,649,29,30/01/2022
5185,39,252,183,09/04/2021
5186,17,240,255,08/11/2021
5187,11,831,206,30/10/2021
5188,19,750,3,09/05/2021
5189,2,496,113,29/03/2020
5190,20,935,227,15/05/2021
5191,50,865,62,03/06/2022
5192,84,870,272,27/06/2020
5193,9,186,111,29/11/2022
5194,56,862,174,24/03/2020
5195,48,503,254,28/01/2020
5196,32,498,262,06/04/2022
5197,97,653,130,02/09/2020
5198,28,198,274,09/01/2021
5199,58,182,87,03/12/2021
5200,4,921,233,01/01/2020
5201,3,523,149,28/11/2020
5202,36,966,259,31/10/2022
5203,51,979,297,24/09/2020
5204,62,728,76,14/01/2021
5205,100,891,242,12/08/2021
5206,80,704,232,24/04/2020
5207,35,992,236,10/07/2020
5208,20,386,130,05/04/2020
5209,17,581,123,13/08/2022
5210,4,951,93,24/10/2021
5211,83,895,108,29/07/2020
5212,96,157,132,29/03/2021
5213,22,149,22,18/09/2021
5214,86,683,273,29/05/2022
5215,90,763,2,15/07/2022
5216,28,707,176,02/01/2022
5217,45,297,292,22/12/2021
5218,21,692,38,02/12/2021
5219,17,941,111,19/10/2021
5220,52,399,279,15/06/2021
5221,55,932,36,21/06/2021
5222,7,614,172,10/09/2020
5223,33,187,252,04/02/2020
5224,34,412,124,11/12/2022
5225,23,210,7,11/11/2021
5226,96,207,160,23/04/2020
5227,11,666,237,30/01/2021
5228,43,439,121,15/07/2022
5229,76,782,278,16/02/2022
5230,6,396,67,22/01/2020
5231,21,630,45,10/07/2021
5232,2,169,257,21/09/2020
5233,7,670,274,18/01/2022
5234,95,980,280,02/03/2021
5235,40,616,211,20/01/2022
5236,21,944,223,17/09/2021
5237,100,755,80,20/04/2022
5238,62,562,297,03/02/2020
5239,26,742,2,26/11/2022
5240,83,763,152,11/06/2020
5241,19,387,213,26/09/2022
5242,98,353,149,03/01/2020
5243,93,748,44,15/01/2022
5244,53,347,183,22/03/2022
5245,29,584,189,03/07/2022
5246,48,477,113,25/12/2022
5247,97,899,88,09/02/2020
5248,64,560,76,16/10/2022
5249,72,697,277,09/08/2020
5250,2,860,27,20/07/2021
5251,61,869,199,24/07/2021
5252,11,961,75,05/10/2020
5253,26,354,246,05/12/2020
5254,49,456,212,06/08/2020
5255,74,290,171,23/01/2022
5256,38,929,17,02/10/2022
5257,83,600,290,01/03/2022
5258,66,667,219,18/06/2022
5259,38,502,65,23/06/2021
5260,58,620,182,17/03/2022
5261,26,286,26,24/11/2021
5262,89,306,54,27/12/2021
5263,81,893,68,17/09/2021
5264,95,798,124,01/04/2022
5265,10,556,205,25/02/2022
5266,72,342,292,18/10/2020
5267,35,931,57,28/09/2022
5268,72,558,266,07/08/2021
5269,41,830,216,03/01/2020
5270,74,796,159,29/07/2020
5271,29,154,83,18/07/2021
5272,87,450,128,26/04/2021
5273,76,539,178,28/04/2021
5274,41,271,280,18/01/2020
5275,85,353,113,27/05/2022
5276,43,294,46,24/10/2021
5277,28,264,137,06/11/2021
5278,91,997,187,14/04/2020
5279,75,807,124,11/06/2021
5280,1,447,172,28/03/2022
5281,82,411,244,15/12/2022
5282,13,299,253,28/04/2020
5283,59,804,79,08/08/2020
5284,23,364,180,08/08/2021
5285,46,145,45,10/09/2020
5286,96,145,159,03/02/2020
5287,38,286,21,25/09/2022
5288,62,744,157,18/12/2021
5289,5,624,210,26/12/2022
5290,2,434,103,10/03/2020
5291,48,181,283,21/09/2020
5292,28,417,172,09/03/2020
5293,85,795,157,06/06/2021
5294,94,835,266,29/01/2021
5295,62,652,196,18/07/2022
5296,39,938,192,19/10/2021
5297,36,545,211,15/05/2022
5298,74,848,276,08/05/2021
5299,79,466,143,05/06/2022
5300,14,185,160,18/08/2022
5301,77,146,299,06/01/2022
5302,8,262,173,17/03/2021
5303,80,178,76,04/06/2022
5304,28,246,7,09/08/2021
5305,16,575,299,26/05/2022
5306,9,445,46,30/12/2022
5307,52,759,176,16/03/2020
5308,77,751,130,29/03/2022
5309,1,920,266,16/09/2020
5310,60,308,12,15/05/2021
5311,13,222,113,19/01/2022
5312,40,318,61,23/01/2020
5313,55,639,253,03/12/2022
5314,43,407,223,27/10/2021
5315,33,639,275,07/03/2021
5316,52,293,95,19/06/2022
5317,50,368,134,20/04/2022
5318,25,381,236,21/12/2022
5319,9,992,177,05/01/2022
5320,4,464,250,08/11/2022
5321,62,778,237,13/11/2022
5322,9,379,130,21/08/2021
5323,37,938,94,04/08/2020
5324,1,191,13,04/01/2020
5325,27,614,173,09/06/2022
5326,44,802,257,27/01/2021
5327,17,486,41,24/03/2021
5328,82,842,10,27/02/2022
5329,5,309,39,08/10/2022
5330,15,997,91,23/05/2020
5331,73,369,251,05/09/2020
5332,33,659,130,17/01/2022
5333,71,526,55,17/10/2020
5334,89,864,105,11/10/2022
5335,33,744,245,15/03/2021
5336,46,185,66,11/08/2022
5337,91,831,69,11/04/2021
5338,34,874,23,25/02/2022
5339,58,460,137,14/06/2022
5340,83,482,93,06/04/2020
5341,51,700,143,05/07/2021
5342,21,850,81,21/02/2021
5343,75,846,238,30/03/2021
5344,54,631,156,04/02/2022
5345,27,517,202,20/03/2022
5346,89,443,123,03/04/2020
5347,8,457,189,23/02/2021
5348,37,234,47,20/01/2021
5349,61,960,212,22/04/2022
5350,85,321,76,28/11/2021
5351,78,180,24,11/08/2022
5352,53,598,55,21/05/2022
5353,7,894,90,05/12/2022
5354,61,341,79,25/02/2020
5355,49,243,73,08/03/2020
5356,97,764,121,09/06/2022
5357,16,918,43,05/04/2022
5358,34,669,299,30/11/2022
5359,6,405,252,24/04/2021
5360,64,772,168,17/07/2020
5361,33,219,179,08/09/2020
5362,48,294,264,13/09/2020
5363,41,263,182,15/04/2022
5364,17,190,174,17/04/2020
5365,33,591,80,14/11/2020
5366,80,366,122,03/06/2020
5367,13,845,243,20/05/2021
5368,47,279,154,19/08/2021
5369,62,218,10,01/09/2022
5370,66,364,284,04/11/2021
5371,80,554,129,03/04/2021
5372,48,567,232,13/12/2020
5373,28,895,145,25/12/2022
5374,100,805,236,07/01/2020
5375,33,251,129,01/02/2020
5376,48,768,126,03/01/2020
5377,49,761,88,25/01/2021
5378,55,639,286,22/11/2022
5379,25,372,24,27/06/2022
5380,68,337,69,04/03/2020
5381,90,572,265,19/06/2020
5382,61,404,193,22/12/2022
5383,48,938,155,04/02/2021
5384,71,248,18,26/07/2022
5385,12,187,142,16/09/2021
5386,35,793,256,17/08/2022
5387,81,943,134,06/07/2021
5388,9,522,291,24/12/2020
5389,97,986,231,07/08/2020
5390,34,471,246,04/09/2021
5391,76,305,170,12/02/2021
5392,25,830,17,03/04/2022
5393,54,365,214,08/12/2021
5394,35,319,150,14/08/2021
5395,7,341,73,04/03/2022
5396,83,346,227,27/06/2020
5397,80,289,8,22/10/2022
5398,9,919,44,06/12/2020
5399,87,564,1,18/05/2022
5400,55,601,214,18/12/2022
5401,4,251,262,27/01/2022
5402,73,449,153,09/11/2022
5403,64,663,187,01/04/2020
5404,79,332,250,03/09/2020
5405,69,859,170,18/08/2021
5406,39,307,226,11/04/2020
5407,18,614,292,26/01/2022
5408,38,264,110,01/09/2020
5409,74,648,36,24/10/2020
5410,79,377,146,06/01/2021
5411,94,592,103,30/12/2021
5412,81,186,63,03/03/2021
5413,61,776,113,25/08/2020
5414,63,224,223,26/06/2021
5415,70,469,154,26/03/2022
5416,8,325,178,23/01/2021
5417,36,949,192,25/04/2021
5418,69,419,235,15/11/2021
5419,4,835,286,22/10/2020
5420,31,484,145,08/08/2021
5421,94,533,290,24/07/2020
5422,4,539,271,27/06/2021
5423,86,649,46,05/12/2020
5424,54,986,278,26/10/2021
5425,69,660,243,18/05/2021
5426,28,859,67,20/07/2020
5427,6,246,199,08/04/2022
5428,36,198,118,05/11/2021
5429,31,483,58,13/01/2021
5430,23,585,181,22/10/2022
5431,57,720,94,22/02/2020
5432,80,741,277,15/10/2020
5433,35,681,150,06/03/2020
5434,56,926,135,06/10/2021
5435,20,228,275,10/10/2022
5436,92,368,197,30/04/2020
5437,74,873,223,01/03/2021
5438,79,978,28,17/04/2021
5439,100,474,25,20/06/2020
5440,51,237,202,04/12/2022
5441,71,372,114,30/06/2022
5442,80,865,260,28/05/2021
5443,55,827,243,19/01/2022
5444,72,375,237,13/02/2021
5445,65,172,249,10/01/2020
5446,43,916,250,31/10/2022
5447,5,600,51,09/06/2021
5448,39,946,48,06/01/2020
5449,19,429,125,27/09/2022
5450,36,788,81,16/02/2020
5451,17,521,256,12/05/2021
5452,6,980,265,25/12/2020
5453,53,529,245,01/03/2021
5454,46,717,183,27/06/2021
5455,43,773,44,12/01/2020
5456,53,477,13,17/04/2022
5457,23,287,274,16/08/2022
5458,82,543,210,25/07/2021
5459,9,740,236,30/12/2021
5460,54,154,184,06/02/2021
5461,19,173,248,01/02/2022
5462,63,570,141,30/08/2021
5463,87,166,88,10/09/2020
5464,23,319,230,14/02/2020
5465,71,511,225,23/04/2021
5466,92,768,26,13/01/2022
5467,29,879,111,24/08/2021
5468,29,608,289,12/09/2022
5469,96,924,183,05/02/2020
5470,73,527,253,02/09/2020
5471,91,457,201,20/12/2020
5472,60,739,19,05/09/2021
5473,60,175,215,09/02/2022
5474,37,307,207,27/07/2020
5475,78,780,116,08/07/2020
5476,49,846,112,30/11/2022
5477,38,745,42,16/01/2020
5478,33,884,103,10/12/2020
5479,7,452,50,21/02/2020
5480,17,775,74,31/05/2021
5481,99,981,38,27/01/2021
5482,60,921,138,16/05/2021
5483,20,294,96,12/12/2022
5484,7,258,96,13/02/2022
5485,95,803,233,29/11/2020
5486,70,655,15,06/03/2020
5487,70,858,211,22/09/2021
5488,27,854,274,23/02/2020
5489,100,813,300,20/11/2022
5490,97,288,237,21/07/2022
5491,87,426,111,19/05/2022
5492,91,837,174,27/01/2021
5493,31,816,291,13/08/2022
5494,71,620,112,19/09/2020
5495,51,168,251,13/03/2020
5496,91,589,260,26/10/2020
5497,8,941,177,26/03/2022
5498,3,968,87,09/12/2022
5499,87,417,248,23/09/2020
5500,93,338,194,17/10/2022
5501,70,563,232,17/02/2020
5502,17,459,225,21/08/2021
5503,72,627,128,13/12/2021
5504,34,903,132,19/11/2022
5505,71,551,18,13/07/2021
5506,82,448,163,16/07/2021
5507,77,849,285,25/08/2022
5508,98,313,5,19/12/2021
5509,58,686,216,27/01/2022
5510,14,338,220,08/02/2022
5511,35,502,33,19/03/2020
5512,67,880,167,21/06/2020
5513,54,646,139,09/03/2020
5514,36,680,299,02/08/2021
5515,17,679,255,07/12/2020
5516,35,202,123,28/09/2020
5517,1,434,239,18/12/2022
5518,98,320,91,05/07/2020
5519,96,665,227,22/03/2020
5520,5,641,34,02/12/2021
5521,48,906,141,11/10/2021
5522,73,924,129,05/12/2021
5523,87,435,21,29/08/2020
5524,12,466,19,17/02/2022
5525,73,537,165,22/05/2021
5526,12,663,124,25/02/2020
5527,100,406,50,20/08/2021
5528,51,225,175,01/11/2021
5529,23,792,130,25/01/2020
5530,50,722,203,22/04/2021
5531,60,775,243,18/11/2022
5532,12,141,202,19/12/2021
5533,49,699,178,30/10/2022
5534,10,241,29,18/07/2022
5535,50,614,188,22/10/2020
5536,22,163,288,09/02/2021
5537,33,950,217,29/08/2021
5538,33,453,150,26/03/2021
5539,61,464,4,25/07/2022
5540,80,195,196,01/09/2020
5541,81,317,12,26/04/2020
5542,4,890,203,02/08/2022
5543,85,840,41,17/01/2022
5544,91,200,108,29/03/2020
5545,72,297,129,28/07/2022
5546,95,921,248,28/02/2022
5547,39,610,231,07/07/2020
5548,43,207,227,11/10/2020
5549,17,938,187,23/02/2022
5550,78,715,265,14/03/2022
5551,74,216,129,19/09/2020
5552,80,540,283,16/10/2021
5553,31,738,270,05/08/2021
5554,4,188,229,01/11/2022
5555,43,718,227,02/06/2020
5556,54,183,78,22/12/2020
5557,59,595,152,06/10/2020
5558,36,937,277,25/01/2022
5559,63,354,16,07/04/2020
5560,1,788,1,15/11/2022
5561,10,737,203,19/02/2022
5562,53,706,14,27/04/2022
5563,81,713,194,08/07/2021
5564,31,621,66,30/09/2020
5565,84,440,32,22/11/2021
5566,38,283,238,29/09/2020
5567,33,837,46,20/06/2021
5568,51,547,91,01/11/2020
5569,86,410,237,02/02/2022
5570,36,444,260,01/09/2022
5571,97,943,207,10/12/2020
5572,49,166,156,16/06/2022
5573,84,496,113,01/06/2021
5574,72,202,130,22/08/2021
5575,51,500,230,11/05/2020
5576,8,686,29,01/06/2021
5577,40,665,157,26/04/2020
5578,80,429,81,24/07/2022
5579,95,982,298,03/04/2021
5580,94,742,212,14/03/2020
5581,93,218,119,05/07/2022
5582,36,520,134,15/06/2021
5583,21,682,206,12/08/2021
5584,74,235,106,07/07/2020
5585,99,579,9,28/02/2020
5586,85,241,153,13/11/2022
5587,6,853,26,09/06/2020
5588,1,145,263,30/10/2022
5589,25,891,64,18/07/2020
5590,44,621,154,15/10/2021
5591,72,859,84,05/10/2022
5592,69,373,44,30/05/2022
5593,32,883,151,27/09/2020
5594,31,544,16,09/04/2021
5595,57,761,251,09/03/2021
5596,23,476,19,04/08/2021
5597,13,180,78,22/11/2021
5598,85,832,222,24/06/2022
5599,38,487,237,18/03/2022
5600,62,590,69,03/10/2021
5601,15,991,215,05/05/2020
5602,46,966,53,21/04/2022
5603,6,815,266,16/02/2022
5604,97,801,261,14/05/2022
5605,46,381,253,05/08/2021
5606,83,613,159,13/07/2020
5607,11,450,297,07/06/2022
5608,10,627,75,23/06/2020
5609,65,459,41,23/12/2022
5610,54,810,95,15/09/2021
5611,50,678,10,05/05/2021
5612,31,243,110,05/06/2020
5613,39,477,144,24/04/2021
5614,45,683,230,09/05/2020
5615,83,330,76,15/11/2020
5616,33,586,33,20/08/2022
5617,88,461,300,12/09/2021
5618,53,789,175,27/07/2021
5619,98,217,93,05/02/2021
5620,98,982,136,24/10/2021
5621,69,838,28,21/05/2020
5622,1,971,104,18/03/2022
5623,4,799,114,17/10/2022
5624,34,359,141,26/05/2021
5625,100,268,285,05/05/2022
5626,72,797,48,24/01/2021
5627,8,654,212,19/04/2020
5628,27,811,62,06/06/2021
5629,85,590,107,22/12/2020
5630,62,226,117,10/01/2022
5631,14,893,223,27/04/2022
5632,59,638,111,15/08/2022
5633,14,239,57,09/01/2020
5634,20,939,133,19/08/2022
5635,86,827,218,16/05/2021
5636,29,412,277,27/10/2022
5637,51,564,198,11/07/2022
5638,57,774,195,04/10/2020
5639,34,773,187,29/05/2021
5640,52,217,130,30/11/2020
5641,15,701,78,02/12/2021
5642,29,411,54,26/11/2021
5643,20,549,71,26/03/2022
5644,81,821,260,30/05/2020
5645,5,873,163,17/06/2021
5646,22,630,284,15/12/2020
5647,27,146,234,12/11/2020
5648,42,871,65,01/06/2021
5649,45,922,249,09/02/2021
5650,46,155,290,28/02/2021
5651,1,943,106,25/02/2022
5652,79,319,280,06/10/2020
5653,18,460,164,01/09/2021
5654,59,943,199,13/02/2022
5655,55,812,182,28/09/2020
5656,79,344,179,29/04/2022
5657,79,889,56,16/05/2021
5658,28,863,241,01/11/2021
5659,32,402,81,05/12/2022
5660,15,202,234,10/01/2021
5661,5,974,230,03/07/2020
5662,72,234,182,06/09/2020
5663,100,500,134,26/01/2020
5664,95,630,80,11/07/2021
5665,70,207,79,29/07/2022
5666,50,989,196,23/01/2022
5667,51,561,77,15/08/2022
5668,51,706,19,19/08/2021
5669,15,397,202,26/03/2020
5670,64,406,234,25/02/2022
5671,20,643,271,01/04/2021
5672,59,469,229,13/07/2020
5673,86,692,119,09/04/2021
5674,25,501,41,15/11/2020
5675,6,733,94,22/11/2021
5676,83,423,260,29/11/2022
5677,93,712,269,26/02/2020
5678,51,707,264,17/05/2021
5679,59,206,71,22/07/2020
5680,67,542,175,06/12/2021
5681,76,529,55,27/08/2021
5682,92,863,251,26/04/2022
5683,54,775,39,04/11/2021
5684,28,685,150,20/09/2022
5685,13,838,18,19/05/2020
5686,10,760,167,06/06/2021
5687,41,375,45,08/02/2021
5688,57,170,84,24/04/2020
5689,22,759,26,08/03/2022
5690,30,536,254,27/03/2022
5691,89,727,109,13/11/2020
5692,79,300,51,01/02/2020
5693,7,414,267,03/07/2020
5694,90,443,225,17/12/2021
5695,3,381,177,08/08/2020
5696,67,668,201,26/01/2022
5697,76,351,208,04/02/2022
5698,5,973,154,01/01/2021
5699,2,427,119,10/08/2021
5700,94,615,84,03/06/2020
5701,34,702,40,12/12/2020
5702,39,967,190,13/02/2022
5703,53,238,105,17/01/2020
5704,66,615,136,26/06/2021
5705,98,202,220,07/06/2020
5706,48,482,165,19/02/2020
5707,34,766,23,01/09/2022
5708,34,694,99,05/05/2021
5709,90,266,23,18/09/2022
5710,25,539,293,26/01/2020
5711,61,574,179,19/01/2021
5712,23,338,280,05/10/2022
5713,20,486,98,15/05/2022
5714,21,826,279,24/06/2020
5715,95,759,30,03/08/2021
5716,61,438,190,13/04/2021
5717,28,471,192,30/09/2021
5718,64,544,4,03/07/2022
5719,14,257,186,23/12/2022
5720,96,446,197,19/10/2020
5721,18,935,7,16/08/2020
5722,35,911,73,28/05/2021
5723,21,274,7,22/10/2021
5724,43,462,122,06/07/2020
5725,44,848,104,30/03/2020
5726,74,590,6,28/11/2022
5727,100,508,119,19/02/2021
5728,53,955,25,24/07/2021
5729,67,960,172,25/08/2021
5730,10,297,135,28/04/2021
5731,22,430,33,19/10/2022
5732,58,658,266,22/01/2020
5733,67,671,209,18/10/2021
5734,20,521,84,12/07/2020
5735,94,291,252,28/02/2022
5736,73,889,203,24/11/2022
5737,8,164,175,01/11/2022
5738,97,203,62,13/10/2021
5739,41,767,135,25/06/2022
5740,72,430,156,27/04/2021
5741,25,956,200,20/01/2020
5742,25,183,37,28/05/2022
5743,62,681,220,26/01/2022
5744,66,174,300,29/12/2021
5745,49,865,118,21/09/2022
5746,4,219,52,17/08/2020
5747,8,250,30,03/08/2022
5748,29,392,138,21/11/2022
5749,4,453,128,29/03/2020
5750,55,870,52,30/10/2022
5751,15,877,227,15/04/2021
5752,18,704,215,23/09/2022
5753,79,729,273,25/02/2022
5754,94,356,297,24/05/2022
5755,82,773,38,22/05/2021
5756,5,348,245,08/12/2020
5757,17,912,139,11/05/2021
5758,99,532,12,21/06/2021
5759,66,536,54,11/10/2021
5760,66,216,168,10/09/2022
5761,83,785,60,28/12/2020
5762,45,175,256,25/08/2020
5763,97,873,259,28/12/2021
5764,83,642,137,13/08/2020
5765,33,997,215,22/01/2022
5766,15,848,21,03/10/2020
5767,81,986,294,07/03/2022
5768,36,359,201,13/09/2020
5769,57,994,15,29/12/2020
5770,96,757,258,29/03/2020
5771,67,261,218,28/02/2020
5772,70,424,85,20/03/2022
5773,53,584,119,24/09/2021
5774,11,633,269,02/01/2022
5775,25,653,173,30/10/2021
5776,6,683,275,01/01/2022
5777,89,487,258,21/07/2022
5778,11,836,165,28/08/2020
5779,13,731,119,20/10/2022
5780,59,333,92,30/04/2022
5781,21,411,182,14/10/2021
5782,63,972,262,12/03/2020
5783,45,890,128,22/09/2022
5784,88,349,11,25/09/2020
5785,42,867,155,19/02/2022
5786,42,152,92,09/06/2021
5787,5,380,77,30/10/2020
5788,99,141,267,24/01/2020
5789,13,308,287,27/11/2021
5790,14,434,212,03/06/2022
5791,33,797,31,30/03/2022
5792,28,355,221,25/12/2020
5793,50,893,49,18/02/2022
5794,69,935,173,29/06/2022
5795,55,696,94,15/04/2022
5796,43,158,8,30/01/2020
5797,42,347,226,23/09/2020
5798,92,170,233,02/05/2020
5799,74,221,206,14/01/2021
5800,73,995,28,05/10/2022
5801,35,274,287,22/09/2022
5802,48,345,14,05/02/2021
5803,86,658,19,24/06/2022
5804,69,791,164,17/08/2020
5805,63,824,139,31/07/2020
5806,43,249,9,22/04/2021
5807,66,260,163,17/05/2022
5808,55,674,269,13/04/2021
5809,73,463,86,19/12/2020
5810,2,492,65,03/12/2020
5811,66,386,7,18/11/2022
5812,2,908,159,01/06/2020
5813,80,665,166,20/12/2021
5814,72,589,128,15/04/2021
5815,58,278,245,17/10/2022
5816,88,689,227,30/06/2020
5817,97,851,7,27/05/2020
5818,20,889,19,27/01/2021
5819,91,987,253,14/04/2021
5820,83,993,127,30/06/2021
5821,80,950,271,06/06/2021
5822,30,308,82,13/08/2021
5823,60,939,71,10/03/2021
5824,80,159,41,02/11/2022
5825,100,152,222,13/01/2020
5826,69,405,205,31/07/2022
5827,40,329,75,25/11/2022
5828,65,147,165,14/07/2022
5829,42,649,104,19/07/2022
5830,94,691,299,10/08/2020
5831,7,674,14,04/03/2021
5832,4,776,191,13/09/2022
5833,74,964,9,06/06/2020
5834,17,667,43,28/02/2022
5835,53,199,76,03/06/2021
5836,25,228,23,25/04/2021
5837,12,301,38,07/04/2020
5838,33,850,42,16/12/2022
5839,92,674,54,05/07/2022
5840,91,826,48,22/04/2021
5841,13,206,94,03/09/2021
5842,36,548,267,02/11/2020
5843,97,937,97,08/03/2022
5844,23,575,182,14/03/2020
5845,25,318,70,08/07/2021
5846,46,312,191,21/11/2020
5847,91,222,280,09/12/2020
5848,16,292,247,30/03/2021
5849,48,822,242,31/05/2022
5850,18,793,141,24/06/2021
5851,20,280,160,08/10/2020
5852,56,517,276,05/12/2022
5853,23,589,281,25/02/2022
5854,26,629,211,13/09/2020
5855,44,493,250,13/09/2022
5856,8,380,214,24/07/2022
5857,98,372,148,01/10/2020
5858,37,255,134,29/12/2022
5859,4,459,237,05/01/2020
5860,78,390,179,03/06/2021
5861,4,548,9,04/07/2020
5862,81,886,245,06/02/2021
5863,77,760,125,12/09/2021
5864,9,767,260,10/11/2020
5865,66,914,94,13/12/2021
5866,36,632,206,26/06/2020
5867,81,309,213,11/02/2020
5868,87,642,155,13/10/2020
5869,82,797,156,21/01/2021
5870,10,269,201,20/01/2020
5871,71,408,25,23/11/2020
5872,48,712,27,07/02/2022
5873,97,539,267,22/07/2021
5874,12,751,137,17/10/2022
5875,61,923,238,20/01/2020
5876,6,505,131,05/02/2022
5877,75,707,247,12/06/2020
5878,29,429,26,30/05/2021
5879,5,605,95,23/01/2022
5880,5,888,139,20/12/2022
5881,87,218,150,16/09/2021
5882,42,302,5,12/02/2021
